TITLE,TYPE,CONTENT,CREATED,UPDATED,IMAGES
PR_30.11.2025_TITLE,Emergency appeal,PR_30.11.2025_CONTENT,11/30/2025 21:49:10,12/1/2025 10:49:10,"1.1, 1.2, 1.3, 1.4, 1.5"
